"","country","indicator","year","value","units"
"693","Gabon","P.6.2 Biosafety and biosecurity training and practices","2019","1",NA
"694","Gabon","P.7.2 National vaccine access and delivery","2019","2",NA
"695","Gabon","D.1.1 Laboratory testing for detection of priority diseases","2019","1",NA
"696","Gabon","D.1.2 Specimen referral and transport system","2019","1",NA
"697","Gabon","D.1.4 Laboratory quality system","2019","2",NA
"698","Gabon","D.3.1 System for e cient reporting to FAO, OIE and WHO","2019","3",NA
"699","Gabon","D.3.2 Reporting network and protocols in country","2019","2",NA
"700","Gabon","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2019","2",NA
"701","Gabon","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2019","2",NA
"702","Gabon","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2019","1",NA
"703","Gabon","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2019","2",NA
"704","Gabon","PoE.1 Routine capacities established at points of entry","2019","1",NA
"705","Gabon","PoE.2 E ective public health response at points of entry","2019","1",NA
"706","Guinea-Bissau","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2019","1",NA
"707","Guinea-Bissau","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2019","1",NA
"708","Guinea-Bissau","P.6.2 Biosafety and biosecurity training and practices","2019","1",NA
"709","Guinea-Bissau","P.7.2 National vaccine access and delivery","2019","4",NA
"710","Guinea-Bissau","D.1.1 Laboratory testing for detection of priority diseases","2019","1",NA
"711","Guinea-Bissau","D.1.2 Specimen referral and transport system","2019","1",NA
"712","Guinea-Bissau","D.1.4 Laboratory quality system","2019","1",NA
"713","Guinea-Bissau","D.3.1 System for e cient reporting to FAO, OIE and WHO","2019","2",NA
"714","Guinea-Bissau","D.3.2 Reporting network and protocols in country","2019","2",NA
"715","Guinea-Bissau","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2019","4",NA
"716","Guinea-Bissau","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2019","1",NA
"717","Guinea-Bissau","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2019","1",NA
"718","Guinea-Bissau","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2019","3",NA
"719","Guinea-Bissau","PoE.1 Routine capacities established at points of entry","2019","1",NA
"720","Guinea-Bissau","PoE.2 E ective public health response at points of entry","2019","1",NA
"721","Malawi","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2019","1",NA
"722","Malawi","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2019","1",NA
"723","Malawi","P.6.2 Biosafety and biosecurity training and practices","2019","1",NA
"724","Malawi","P.7.2 National vaccine access and delivery","2019","4",NA
"725","Malawi","D.1.1 Laboratory testing for detection of priority diseases","2019","2",NA
"726","Malawi","D.1.2 Specimen referral and transport system","2019","2",NA
"727","Malawi","D.1.4 Laboratory quality system","2019","2",NA
"728","Malawi","D.3.1 System for e cient reporting to FAO, OIE and WHO","2019","2",NA
"729","Malawi","D.3.2 Reporting network and protocols in country","2019","2",NA
"730","Malawi","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2019","3",NA
"731","Malawi","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2019","2",NA
"732","Malawi","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2019","1",NA
"733","Malawi","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2019","2",NA
"734","Malawi","PoE.1 Routine capacities established at points of entry","2019","1",NA
"735","Malawi","PoE.2 E ective public health response at points of entry","2019","1",NA
"736","Sao Tome and Principe","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2019","1",NA
"737","Sao Tome and Principe","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2019","1",NA
"738","Sao Tome and Principe","P.6.2 Biosafety and biosecurity training and practices","2019","1",NA
"739","Sao Tome and Principe","P.7.2 National vaccine access and delivery","2019","5",NA
"740","Sao Tome and Principe","D.1.1 Laboratory testing for detection of priority diseases","2019","1",NA
"741","Sao Tome and Principe","D.1.2 Specimen referral and transport system","2019","1",NA
"742","Sao Tome and Principe","D.1.4 Laboratory quality system","2019","2",NA
"743","Sao Tome and Principe","D.3.1 System for e cient reporting to FAO, OIE and WHO","2019","2",NA
"744","Sao Tome and Principe","D.3.2 Reporting network and protocols in country","2019","2",NA
"745","Sao Tome and Principe","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2019","1",NA
"746","Sao Tome and Principe","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2019","2",NA
"747","Sao Tome and Principe","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2019","2",NA
"748","Sao Tome and Principe","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2019","2",NA
"749","Sao Tome and Principe","PoE.1 Routine capacities established at points of entry","2019","1",NA
"750","Sao Tome and Principe","PoE.2 E ective public health response at points of entry","2019","1",NA
"751","Angola","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","NA","NA",NA
"752","Angola","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","NA","NA",NA
"753","Angola","P.6.2 Biosafety and biosecurity training and practices","NA","NA",NA
"754","Angola","P.7.2 National vaccine access and delivery","NA","NA",NA
"755","Angola","D.1.1 Laboratory testing for detection of priority diseases","NA","NA",NA
"756","Angola","D.1.2 Specimen referral and transport system","NA","NA",NA
"757","Angola","D.1.4 Laboratory quality system","NA","NA",NA
"758","Angola","D.3.1 System for e cient reporting to FAO, OIE and WHO","NA","NA",NA
"759","Angola","D.3.2 Reporting network and protocols in country","NA","NA",NA
"760","Angola","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","NA","NA",NA
"761","Angola","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","NA","NA",NA
"762","Angola","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","NA","NA",NA
"763","Angola","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","NA","NA",NA
"764","Angola","PoE.1 Routine capacities established at points of entry","NA","NA",NA
"765","Angola","PoE.2 E ective public health response at points of entry","NA","NA",NA
"766","Algeria","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","NA","NA",NA
"767","Algeria","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","NA","NA",NA
"768","Algeria","P.6.2 Biosafety and biosecurity training and practices","NA","NA",NA
"769","Algeria","P.7.2 National vaccine access and delivery","NA","NA",NA
"770","Algeria","D.1.1 Laboratory testing for detection of priority diseases","NA","NA",NA
